note_id,snapshot_id,account_id,snapshot_date,hardship_signal,income_shock_signal,missed_payment_signal,arrangement_break_signal,collections_signal,vulnerability_signal,note_signal_score,parser_confidence,extraction_method
N0000440,A101375_2025-04-30,A101375,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000441,A100886_2025-02-28,A100886,2025-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000442,A102499_2026-02-28,A102499,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000443,A100775_2025-06-30,A100775,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000444,A101027_2025-12-31,A101027,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000445,A101704_2025-03-31,A101704,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000446,A101539_2026-06-30,A101539,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000447,A100073_2025-02-28,A100073,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000448,A101879_2025-02-28,A101879,2025-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000449,A100768_2026-06-30,A100768,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000450,A100105_2026-03-31,A100105,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000451,A101475_2025-10-31,A101475,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000452,A102113_2025-03-31,A102113,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000453,A101568_2026-01-31,A101568,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000454,A100444_2025-09-30,A100444,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000455,A100835_2026-04-30,A100835,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000456,A102288_2026-02-28,A102288,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000457,A101181_2025-05-31,A101181,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000458,A100996_2025-03-31,A100996,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000459,A100455_2025-11-30,A100455,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000460,A101399_2026-02-28,A101399,2026-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000461,A102178_2026-06-30,A102178,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000462,A102056_2025-01-31,A102056,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000463,A101121_2025-05-31,A101121,2025-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000464,A101560_2025-10-31,A101560,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000465,A102471_2026-06-30,A102471,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000466,A100322_2026-01-31,A100322,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000467,A101874_2025-05-31,A101874,2025-05-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000468,A100919_2025-10-31,A100919,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000469,A100855_2025-10-31,A100855,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000470,A100258_2025-10-31,A100258,2025-10-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000471,A100926_2025-02-28,A100926,2025-02-28,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000472,A101859_2026-04-30,A101859,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000473,A100313_2026-06-30,A100313,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000474,A101213_2025-01-31,A101213,2025-01-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000475,A102202_2025-09-30,A102202,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000476,A100717_2025-12-31,A100717,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000477,A101490_2026-04-30,A101490,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000478,A102163_2025-09-30,A102163,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000479,A100790_2025-10-31,A100790,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000480,A100566_2025-01-31,A100566,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000481,A100352_2026-04-30,A100352,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000482,A101891_2026-05-31,A101891,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000483,A100426_2025-04-30,A100426,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000484,A101927_2025-06-30,A101927,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000485,A102481_2025-05-31,A102481,2025-05-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000486,A102318_2025-08-31,A102318,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000487,A100003_2025-02-28,A100003,2025-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000488,A102367_2026-02-28,A102367,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000489,A100395_2025-07-31,A100395,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000490,A100009_2025-03-31,A100009,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000491,A102201_2025-03-31,A102201,2025-03-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000492,A100098_2025-07-31,A100098,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000493,A101757_2025-04-30,A101757,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000494,A100415_2025-04-30,A100415,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000495,A102360_2025-12-31,A102360,2025-12-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000496,A101578_2026-04-30,A101578,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000497,A100088_2025-03-31,A100088,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000498,A101201_2026-03-31,A101201,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000499,A101328_2026-01-31,A101328,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000500,A101335_2025-10-31,A101335,2025-10-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000501,A101461_2025-12-31,A101461,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000502,A101380_2026-01-31,A101380,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000503,A102205_2025-09-30,A102205,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000504,A100055_2025-09-30,A100055,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000505,A100681_2025-10-31,A100681,2025-10-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000506,A102421_2025-05-31,A102421,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000507,A100274_2025-01-31,A100274,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000508,A101843_2025-07-31,A101843,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000509,A101822_2025-04-30,A101822,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000510,A100855_2025-12-31,A100855,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000511,A100366_2025-06-30,A100366,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000512,A100234_2026-01-31,A100234,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000513,A100060_2025-10-31,A100060,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000514,A101500_2025-06-30,A101500,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000515,A101559_2025-01-31,A101559,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000516,A101076_2025-01-31,A101076,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000517,A101795_2026-05-31,A101795,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000518,A100945_2026-03-31,A100945,2026-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000519,A100979_2025-12-31,A100979,2025-12-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000520,A101540_2025-04-30,A101540,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000521,A100869_2025-04-30,A100869,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000522,A101301_2025-04-30,A101301,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000523,A101053_2025-07-31,A101053,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000524,A100958_2026-05-31,A100958,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000525,A101318_2025-02-28,A101318,2025-02-28,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000526,A101840_2025-08-31,A101840,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000527,A101286_2025-07-31,A101286,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000528,A102095_2026-05-31,A102095,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000529,A101870_2025-10-31,A101870,2025-10-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000530,A100663_2025-09-30,A100663,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000531,A102301_2026-01-31,A102301,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000532,A102381_2025-11-30,A102381,2025-11-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000533,A101853_2026-02-28,A101853,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000534,A101784_2025-04-30,A101784,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000535,A101720_2025-03-31,A101720,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000536,A101513_2026-06-30,A101513,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000537,A100743_2025-09-30,A100743,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000538,A101932_2025-08-31,A101932,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000539,A100738_2026-04-30,A100738,2026-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000540,A100952_2026-01-31,A100952,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000541,A100911_2025-08-31,A100911,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000542,A101860_2025-12-31,A101860,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000543,A101973_2025-01-31,A101973,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000544,A100835_2025-09-30,A100835,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000545,A100669_2025-03-31,A100669,2025-03-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000546,A102296_2025-10-31,A102296,2025-10-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000547,A100711_2025-08-31,A100711,2025-08-31,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000548,A100812_2025-06-30,A100812,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000549,A101961_2025-09-30,A101961,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000550,A101077_2025-05-31,A101077,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000551,A102295_2025-02-28,A102295,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000552,A101935_2025-04-30,A101935,2025-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000553,A100947_2025-04-30,A100947,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000554,A101873_2025-09-30,A101873,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000555,A100937_2025-01-31,A100937,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000556,A101274_2025-09-30,A101274,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000557,A101268_2026-02-28,A101268,2026-02-28,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000558,A100619_2025-06-30,A100619,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000559,A102075_2026-06-30,A102075,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000560,A101585_2026-03-31,A101585,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000561,A101953_2026-03-31,A101953,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000562,A101141_2025-05-31,A101141,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000563,A100280_2025-12-31,A100280,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000564,A100553_2025-04-30,A100553,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000565,A100692_2025-09-30,A100692,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000566,A102260_2025-04-30,A102260,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000567,A101182_2026-04-30,A101182,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000568,A102101_2025-12-31,A102101,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000569,A100608_2025-11-30,A100608,2025-11-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000570,A100949_2025-12-31,A100949,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000571,A101301_2025-09-30,A101301,2025-09-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000572,A101681_2025-09-30,A101681,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000573,A101256_2025-09-30,A101256,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000574,A100224_2025-12-31,A100224,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000575,A102222_2025-02-28,A102222,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000576,A100877_2025-12-31,A100877,2025-12-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000577,A100104_2025-08-31,A100104,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000578,A101952_2026-01-31,A101952,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000579,A101442_2025-04-30,A101442,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000580,A100930_2025-08-31,A100930,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000581,A102328_2025-02-28,A102328,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000582,A102110_2026-01-31,A102110,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000583,A101775_2025-06-30,A101775,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000584,A100765_2026-05-31,A100765,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000585,A102298_2025-06-30,A102298,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000586,A100849_2026-06-30,A100849,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000587,A100588_2025-06-30,A100588,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000588,A101918_2025-02-28,A101918,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000589,A102205_2025-09-30,A102205,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000590,A100449_2026-04-30,A100449,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000591,A100215_2026-05-31,A100215,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000592,A102224_2025-12-31,A102224,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000593,A101460_2026-03-31,A101460,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000594,A101212_2025-07-31,A101212,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000595,A101134_2026-04-30,A101134,2026-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000596,A100285_2026-02-28,A100285,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000597,A100623_2026-04-30,A100623,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000598,A101645_2026-03-31,A101645,2026-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000599,A100595_2026-01-31,A100595,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000600,A101648_2025-07-31,A101648,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000601,A101323_2026-05-31,A101323,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000602,A101953_2025-04-30,A101953,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000603,A100068_2026-01-31,A100068,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000604,A100656_2026-01-31,A100656,2026-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000605,A101274_2025-08-31,A101274,2025-08-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000606,A100366_2025-06-30,A100366,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000607,A100381_2025-07-31,A100381,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000608,A100690_2025-04-30,A100690,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000609,A100811_2026-01-31,A100811,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000610,A100717_2025-06-30,A100717,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000611,A100137_2026-03-31,A100137,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000612,A100604_2025-02-28,A100604,2025-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000613,A100018_2026-05-31,A100018,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000614,A101674_2025-12-31,A101674,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000615,A100864_2025-01-31,A100864,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000616,A102236_2026-05-31,A102236,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000617,A100338_2026-03-31,A100338,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000618,A101133_2025-04-30,A101133,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000619,A101838_2026-01-31,A101838,2026-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000620,A100842_2026-06-30,A100842,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000621,A101137_2026-04-30,A101137,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000622,A101209_2025-02-28,A101209,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000623,A101063_2026-06-30,A101063,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000624,A100329_2025-10-31,A100329,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000625,A100761_2026-05-31,A100761,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000626,A100249_2025-08-31,A100249,2025-08-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000627,A102182_2026-03-31,A102182,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000628,A101897_2026-05-31,A101897,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000629,A102269_2025-11-30,A102269,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000630,A102269_2026-05-31,A102269,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000631,A100459_2025-05-31,A100459,2025-05-31,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000632,A100507_2025-10-31,A100507,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000633,A101484_2026-05-31,A101484,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000634,A101000_2025-03-31,A101000,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000635,A100483_2025-08-31,A100483,2025-08-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0000636,A100201_2026-03-31,A100201,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000637,A101433_2025-07-31,A101433,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000638,A102111_2025-11-30,A102111,2025-11-30,1,1,0,0,0,0,0.4000,0.86,deterministic_keyword_rules_v1
N0000639,A101738_2025-04-30,A101738,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000640,A100223_2026-03-31,A100223,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000641,A101470_2026-01-31,A101470,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000642,A101266_2026-05-31,A101266,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000643,A100061_2025-03-31,A100061,2025-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000644,A100379_2026-05-31,A100379,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000645,A100200_2026-04-30,A100200,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000646,A100363_2025-12-31,A100363,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000647,A101830_2025-09-30,A101830,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000648,A100186_2026-05-31,A100186,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000649,A100162_2025-12-31,A100162,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000650,A101774_2025-09-30,A101774,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000651,A101631_2025-04-30,A101631,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0000652,A100911_2025-02-28,A100911,2025-02-28,1,1,1,1,1,0,0.9500,0.92,deterministic_keyword_rules_v1
N0000653,A100786_2025-09-30,A100786,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000654,A102304_2026-04-30,A102304,2026-04-30,1,1,1,0,0,0,0.6000,0.92,deterministic_keyword_rules_v1
N0000655,A100103_2025-07-31,A100103,2025-07-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0000656,A102387_2025-10-31,A102387,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000657,A101793_2026-03-31,A101793,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0000658,A101067_2025-04-30,A101067,2025-04-30,1,1,0,1,1,0,0.7500,0.92,deterministic_keyword_rules_v1
N0000659,A101448_2025-03-31,A101448,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
