snapshot_id,account_id,snapshot_date,months_on_book,credit_limit,balance,utilization_ratio,payments_due_30d,missed_payment_90d,hardship_flag_90d,collections_contact_90d,high_utilization_flag,any_recent_distress_flag,event_count_next_90d,first_event_date_next_90d,risk_event_next_window
A100060_2025-10-31,A100060,2025-10-31,110,1000,765.62,0.7656,1,0,0,0,0,0,0,,0
A101500_2025-06-30,A101500,2025-06-30,67,8000,3667.07,0.4584,0,0,0,0,0,0,0,,0
A101559_2025-01-31,A101559,2025-01-31,29,8000,4885.25,0.6107,3,0,0,0,0,0,0,,0
A101076_2025-01-31,A101076,2025-01-31,7,500,357.49,0.7150,3,0,0,0,0,0,0,,0
A101795_2026-05-31,A101795,2026-05-31,15,500,84.11,0.1682,0,0,0,0,0,0,0,,0
A100945_2026-03-31,A100945,2026-03-31,57,500,324.07,0.6481,0,0,0,0,0,0,0,,0
A100979_2025-12-31,A100979,2025-12-31,72,500,354.86,0.7097,1,0,0,0,0,0,0,,0
A101540_2025-04-30,A101540,2025-04-30,8,2500,1567.57,0.6270,0,0,0,0,0,0,0,,0
A100869_2025-04-30,A100869,2025-04-30,11,2500,1238.75,0.4955,3,0,0,0,0,0,0,,0
A101301_2025-04-30,A101301,2025-04-30,27,1500,1672.62,1.1151,2,1,0,0,1,1,0,,0
A101053_2025-07-31,A101053,2025-07-31,66,500,116.12,0.2322,0,0,0,0,0,0,0,,0
A100958_2026-05-31,A100958,2026-05-31,86,5000,1109.52,0.2219,1,0,0,0,0,0,0,,0
A101318_2025-02-28,A101318,2025-02-28,110,1500,523.37,0.3489,1,1,0,0,0,1,0,,0
A101840_2025-08-31,A101840,2025-08-31,109,500,124.10,0.2482,2,0,0,0,0,0,0,,0
A101286_2025-07-31,A101286,2025-07-31,9,2500,1745.93,0.6984,2,0,0,0,0,0,0,,0
A102095_2026-05-31,A102095,2026-05-31,87,1000,573.52,0.5735,1,0,0,0,0,0,0,,0
A101870_2025-10-31,A101870,2025-10-31,29,1500,1054.78,0.7032,3,0,1,0,0,1,1,2026-01-20,1
A100663_2025-09-30,A100663,2025-09-30,106,500,290.49,0.5810,1,0,0,0,0,0,0,,0
A102301_2026-01-31,A102301,2026-01-31,18,1500,836.41,0.5576,3,0,0,0,0,0,0,,0
A102381_2025-11-30,A102381,2025-11-30,114,500,338.24,0.6765,1,0,0,0,0,0,0,,0
A101853_2026-02-28,A101853,2026-02-28,33,5000,1443.80,0.2888,2,0,0,0,0,0,1,2026-05-04,1
A101784_2025-04-30,A101784,2025-04-30,3,1500,192.66,0.1284,0,0,0,0,0,0,0,,0
A101720_2025-03-31,A101720,2025-03-31,68,2500,2034.56,0.8138,0,0,0,0,0,0,0,,0
A101513_2026-06-30,A101513,2026-06-30,72,1000,181.14,0.1811,3,1,0,0,0,1,1,2026-08-13,1
A100743_2025-09-30,A100743,2025-09-30,83,1000,17.58,0.0176,2,0,0,0,0,0,0,,0
A101932_2025-08-31,A101932,2025-08-31,87,1500,1317.57,0.8784,0,0,0,0,0,0,0,,0
A100738_2026-04-30,A100738,2026-04-30,42,1000,656.90,0.6569,1,0,0,0,0,0,0,,0
A100952_2026-01-31,A100952,2026-01-31,95,8000,4282.17,0.5353,2,0,0,0,0,0,0,,0
A100911_2025-08-31,A100911,2025-08-31,113,1500,1164.45,0.7763,3,0,0,0,0,0,0,,0
A101860_2025-12-31,A101860,2025-12-31,74,5000,3723.75,0.7448,2,0,0,0,0,0,0,,0
A101973_2025-01-31,A101973,2025-01-31,87,8000,4787.92,0.5985,0,0,0,0,0,0,0,,0
A100835_2025-09-30,A100835,2025-09-30,91,5000,1522.56,0.3045,1,0,0,0,0,0,0,,0
A100669_2025-03-31,A100669,2025-03-31,77,2500,2122.12,0.8488,0,0,1,0,0,1,0,,0
A102296_2025-10-31,A102296,2025-10-31,4,500,68.39,0.1368,0,0,0,0,0,0,0,,0
A100711_2025-08-31,A100711,2025-08-31,23,1500,1358.66,0.9058,1,1,1,0,1,1,0,,0
A100812_2025-06-30,A100812,2025-06-30,61,1500,440.41,0.2936,0,0,0,0,0,0,0,,0
A101961_2025-09-30,A101961,2025-09-30,43,500,362.81,0.7256,2,1,0,0,0,1,0,,0
A101077_2025-05-31,A101077,2025-05-31,102,8000,3708.64,0.4636,2,0,0,0,0,0,0,,0
A102295_2025-02-28,A102295,2025-02-28,97,1000,688.96,0.6890,2,0,0,0,0,0,0,,0
A101935_2025-04-30,A101935,2025-04-30,9,5000,1638.81,0.3278,1,0,0,0,0,0,0,,0
A100947_2025-04-30,A100947,2025-04-30,106,8000,2294.55,0.2868,0,0,0,0,0,0,0,,0
A101873_2025-09-30,A101873,2025-09-30,97,1500,895.46,0.5970,3,0,0,0,0,0,0,,0
A100937_2025-01-31,A100937,2025-01-31,29,5000,2297.01,0.4594,3,0,0,0,0,0,0,,0
A101274_2025-09-30,A101274,2025-09-30,17,1000,895.58,0.8956,0,1,0,0,0,1,0,,0
A101268_2026-02-28,A101268,2026-02-28,41,5000,2673.84,0.5348,2,1,1,0,0,1,0,,0
A100619_2025-06-30,A100619,2025-06-30,120,8000,3734.21,0.4668,1,0,0,0,0,0,0,,0
A102075_2026-06-30,A102075,2026-06-30,112,1500,657.46,0.4383,2,0,0,0,0,0,0,,0
A101585_2026-03-31,A101585,2026-03-31,62,500,144.22,0.2884,2,0,0,0,0,0,0,,0
A101953_2026-03-31,A101953,2026-03-31,99,8000,2893.55,0.3617,2,0,0,0,0,0,0,,0
A101141_2025-05-31,A101141,2025-05-31,5,5000,3731.78,0.7464,1,0,0,0,0,0,0,,0
A100280_2025-12-31,A100280,2025-12-31,56,5000,3823.81,0.7648,0,0,0,0,0,0,0,,0
A100553_2025-04-30,A100553,2025-04-30,90,500,339.14,0.6783,2,0,0,0,0,0,0,,0
A100692_2025-09-30,A100692,2025-09-30,23,2500,1436.80,0.5747,2,0,0,0,0,0,0,,0
A102260_2025-04-30,A102260,2025-04-30,12,1500,431.75,0.2878,3,0,0,0,0,0,0,,0
A101182_2026-04-30,A101182,2026-04-30,51,8000,5448.25,0.6810,1,0,0,0,0,0,0,,0
A102101_2025-12-31,A102101,2025-12-31,103,1000,969.96,0.9700,0,1,0,0,1,1,0,,0
A100608_2025-11-30,A100608,2025-11-30,41,1000,487.24,0.4872,1,0,0,1,0,1,0,,0
A100949_2025-12-31,A100949,2025-12-31,2,1500,102.36,0.0682,0,0,0,0,0,0,0,,0
A101301_2025-09-30,A101301,2025-09-30,47,1500,578.15,0.3854,3,0,0,1,0,1,0,,0
A101681_2025-09-30,A101681,2025-09-30,105,8000,5722.34,0.7153,0,0,0,0,0,0,0,,0
A101256_2025-09-30,A101256,2025-09-30,65,8000,3415.85,0.4270,2,0,0,0,0,0,0,,0
A100224_2025-12-31,A100224,2025-12-31,115,1000,788.06,0.7881,2,0,0,0,0,0,0,,0
A102222_2025-02-28,A102222,2025-02-28,102,5000,5745.90,1.1492,3,0,0,0,1,0,0,,0
A100877_2025-12-31,A100877,2025-12-31,47,1000,471.18,0.4712,0,0,0,0,0,0,0,,0
A100104_2025-08-31,A100104,2025-08-31,48,500,164.98,0.3300,0,0,0,0,0,0,0,,0
A101952_2026-01-31,A101952,2026-01-31,40,8000,2846.86,0.3559,3,0,0,0,0,0,0,,0
A101442_2025-04-30,A101442,2025-04-30,77,5000,5409.29,1.0819,0,0,0,0,1,0,0,,0
A100930_2025-08-31,A100930,2025-08-31,27,1500,813.84,0.5426,2,0,0,0,0,0,0,,0
A102328_2025-02-28,A102328,2025-02-28,60,5000,2502.07,0.5004,1,0,0,0,0,0,0,,0
A102110_2026-01-31,A102110,2026-01-31,13,1000,526.96,0.5270,0,0,0,0,0,0,0,,0
A101775_2025-06-30,A101775,2025-06-30,49,8000,3249.58,0.4062,1,0,0,0,0,0,0,,0
A100765_2026-05-31,A100765,2026-05-31,70,5000,0.00,0.0000,0,0,0,0,0,0,0,,0
A102298_2025-06-30,A102298,2025-06-30,24,500,408.74,0.8175,0,0,0,0,0,0,0,,0
A100849_2026-06-30,A100849,2026-06-30,3,5000,1903.56,0.3807,1,0,0,0,0,0,0,,0
A100588_2025-06-30,A100588,2025-06-30,81,2500,1591.13,0.6365,2,0,0,0,0,0,1,2025-07-12,1
A101918_2025-02-28,A101918,2025-02-28,12,500,151.05,0.3021,2,0,0,0,0,0,0,,0
A102205_2025-09-30,A102205,2025-09-30,30,5000,3146.72,0.6293,1,0,0,0,0,0,0,,0
A100449_2026-04-30,A100449,2026-04-30,92,5000,1932.60,0.3865,1,0,0,0,0,0,0,,0
A100215_2026-05-31,A100215,2026-05-31,1,2500,2232.60,0.8930,3,1,0,0,0,1,0,,0
A102224_2025-12-31,A102224,2025-12-31,53,8000,1450.08,0.1813,1,0,0,0,0,0,0,,0
A101460_2026-03-31,A101460,2026-03-31,39,1500,963.40,0.6423,0,0,0,0,0,0,0,,0
A101212_2025-07-31,A101212,2025-07-31,54,2500,1748.38,0.6994,3,0,0,0,0,0,0,,0
A101134_2026-04-30,A101134,2026-04-30,67,1000,256.48,0.2565,1,0,0,0,0,0,0,,0
A100285_2026-02-28,A100285,2026-02-28,13,1500,903.76,0.6025,3,0,0,0,0,0,0,,0
A100623_2026-04-30,A100623,2026-04-30,111,5000,2401.82,0.4804,3,0,0,0,0,0,0,,0
A101645_2026-03-31,A101645,2026-03-31,80,1500,792.57,0.5284,1,0,0,0,0,0,0,,0
A100595_2026-01-31,A100595,2026-01-31,87,2500,1587.72,0.6351,1,0,0,0,0,0,0,,0
A101648_2025-07-31,A101648,2025-07-31,37,500,113.59,0.2272,1,0,0,0,0,0,0,,0
A101323_2026-05-31,A101323,2026-05-31,57,2500,1257.80,0.5031,0,0,0,0,0,0,0,,0
A101953_2025-04-30,A101953,2025-04-30,43,1500,1274.83,0.8499,3,0,0,0,0,0,0,,0
A100068_2026-01-31,A100068,2026-01-31,103,2500,2414.70,0.9659,0,0,0,0,1,0,0,,0
A100656_2026-01-31,A100656,2026-01-31,3,500,368.41,0.7368,1,0,0,0,0,0,0,,0
A101274_2025-08-31,A101274,2025-08-31,29,500,216.22,0.4324,0,0,0,0,0,0,0,,0
A100366_2025-06-30,A100366,2025-06-30,56,1000,599.45,0.5995,0,0,0,0,0,0,0,,0
A100381_2025-07-31,A100381,2025-07-31,77,1000,618.94,0.6189,0,0,0,0,0,0,0,,0
A100690_2025-04-30,A100690,2025-04-30,60,1000,539.88,0.5399,0,0,0,0,0,0,0,,0
A100811_2026-01-31,A100811,2026-01-31,16,2500,1082.93,0.4332,3,0,0,0,0,0,0,,0
A100717_2025-06-30,A100717,2025-06-30,24,1000,778.25,0.7782,2,0,0,0,0,0,0,,0
A100137_2026-03-31,A100137,2026-03-31,71,5000,4088.94,0.8178,0,0,0,0,0,0,0,,0
A100604_2025-02-28,A100604,2025-02-28,118,5000,2866.41,0.5733,1,0,0,0,0,0,0,,0
A100018_2026-05-31,A100018,2026-05-31,103,8000,4188.76,0.5236,2,0,0,0,0,0,0,,0
A101674_2025-12-31,A101674,2025-12-31,62,5000,2737.66,0.5475,1,0,0,0,0,0,0,,0
A100864_2025-01-31,A100864,2025-01-31,75,8000,3076.75,0.3846,2,0,0,0,0,0,0,,0
A102236_2026-05-31,A102236,2026-05-31,36,500,434.07,0.8681,3,0,0,0,0,0,0,,0
A100338_2026-03-31,A100338,2026-03-31,117,1500,486.15,0.3241,0,0,0,0,0,0,0,,0
A101133_2025-04-30,A101133,2025-04-30,78,2500,1033.68,0.4135,3,0,0,0,0,0,1,2025-06-13,1
A101838_2026-01-31,A101838,2026-01-31,13,500,75.19,0.1504,1,0,0,0,0,0,0,,0
A100842_2026-06-30,A100842,2026-06-30,65,5000,2827.17,0.5654,3,0,0,0,0,0,0,,0
A101137_2026-04-30,A101137,2026-04-30,83,1500,78.16,0.0521,3,0,0,0,0,0,0,,0
A101209_2025-02-28,A101209,2025-02-28,78,5000,4528.85,0.9058,1,0,0,0,1,0,1,2025-03-04,1
A101063_2026-06-30,A101063,2026-06-30,5,2500,1111.08,0.4444,0,0,0,0,0,0,0,,0
A100329_2025-10-31,A100329,2025-10-31,44,5000,2823.73,0.5647,1,0,0,0,0,0,0,,0
A100761_2026-05-31,A100761,2026-05-31,34,1500,1243.81,0.8292,1,0,0,0,0,0,0,,0
A100249_2025-08-31,A100249,2025-08-31,21,5000,5085.21,1.0170,2,0,0,0,1,0,0,,0
A102182_2026-03-31,A102182,2026-03-31,28,500,153.23,0.3065,2,0,0,0,0,0,0,,0
A101897_2026-05-31,A101897,2026-05-31,106,5000,3456.51,0.6913,1,0,0,0,0,0,0,,0
A102269_2025-11-30,A102269,2025-11-30,52,1000,1010.55,1.0106,3,0,0,0,1,0,0,,0
A102269_2026-05-31,A102269,2026-05-31,98,5000,1386.86,0.2774,2,0,0,0,0,0,0,,0
A100459_2025-05-31,A100459,2025-05-31,64,5000,2522.26,0.5045,1,0,1,0,0,1,0,,0
A100507_2025-10-31,A100507,2025-10-31,59,8000,6153.32,0.7692,2,0,0,0,0,0,0,,0
A101484_2026-05-31,A101484,2026-05-31,119,8000,6023.39,0.7529,1,0,0,0,0,0,0,,0
A101000_2025-03-31,A101000,2025-03-31,54,500,573.11,1.1462,1,0,0,0,1,0,0,,0
A100483_2025-08-31,A100483,2025-08-31,86,500,160.26,0.3205,1,0,0,1,0,1,0,,0
A100201_2026-03-31,A100201,2026-03-31,12,1500,39.91,0.0266,2,0,0,0,0,0,0,,0
A101433_2025-07-31,A101433,2025-07-31,2,5000,2979.93,0.5960,1,0,0,0,0,0,0,,0
A102111_2025-11-30,A102111,2025-11-30,87,2500,1750.63,0.7003,3,0,1,0,0,1,0,,0
A101738_2025-04-30,A101738,2025-04-30,107,8000,6275.06,0.7844,3,0,0,0,0,0,0,,0
A100223_2026-03-31,A100223,2026-03-31,80,5000,1809.76,0.3620,3,0,0,0,0,0,0,,0
A101470_2026-01-31,A101470,2026-01-31,33,5000,3211.62,0.6423,1,0,0,0,0,0,0,,0
A101266_2026-05-31,A101266,2026-05-31,73,5000,3320.04,0.6640,0,0,0,0,0,0,0,,0
A100061_2025-03-31,A100061,2025-03-31,31,2500,2280.18,0.9121,0,1,0,0,1,1,0,,0
A100379_2026-05-31,A100379,2026-05-31,76,2500,2475.86,0.9903,3,1,0,0,1,1,0,,0
A100200_2026-04-30,A100200,2026-04-30,65,1000,851.88,0.8519,1,1,0,0,0,1,1,2026-05-11,1
A100363_2025-12-31,A100363,2025-12-31,84,500,196.47,0.3929,3,0,0,0,0,0,0,,0
A101830_2025-09-30,A101830,2025-09-30,88,1000,675.04,0.6750,0,0,0,0,0,0,0,,0
A100186_2026-05-31,A100186,2026-05-31,16,8000,6277.15,0.7846,1,0,0,0,0,0,0,,0
A100162_2025-12-31,A100162,2025-12-31,7,500,69.22,0.1384,1,0,0,0,0,0,0,,0
A101774_2025-09-30,A101774,2025-09-30,85,2500,1239.01,0.4956,0,0,0,0,0,0,0,,0
A101631_2025-04-30,A101631,2025-04-30,26,2500,2186.75,0.8747,2,1,0,0,0,1,0,,0
A100911_2025-02-28,A100911,2025-02-28,52,2500,1874.62,0.7498,3,1,1,1,0,1,0,,0
A100786_2025-09-30,A100786,2025-09-30,118,8000,6312.46,0.7891,3,0,0,0,0,0,0,,0
A102304_2026-04-30,A102304,2026-04-30,38,500,361.71,0.7234,3,1,1,0,0,1,1,2026-07-11,1
A100103_2025-07-31,A100103,2025-07-31,75,8000,7443.01,0.9304,0,1,0,1,1,1,0,,0
A102387_2025-10-31,A102387,2025-10-31,45,1000,661.10,0.6611,2,0,0,0,0,0,0,,0
A101793_2026-03-31,A101793,2026-03-31,23,500,380.76,0.7615,3,0,0,0,0,0,0,,0
A101067_2025-04-30,A101067,2025-04-30,15,2500,1952.66,0.7811,0,0,1,1,0,1,0,,0
A101448_2025-03-31,A101448,2025-03-31,112,1500,1153.20,0.7688,3,0,0,0,0,0,0,,0
A102317_2025-07-31,A102317,2025-07-31,40,5000,2724.92,0.5450,1,0,0,0,0,0,1,2025-08-04,1
A102090_2025-08-31,A102090,2025-08-31,80,1500,719.04,0.4794,0,0,0,0,0,0,0,,0
A102178_2025-10-31,A102178,2025-10-31,36,500,219.71,0.4394,3,0,0,0,0,0,0,,0
A102092_2026-01-31,A102092,2026-01-31,70,1500,636.26,0.4242,0,0,0,0,0,0,1,2026-02-09,1
A100872_2026-04-30,A100872,2026-04-30,111,1500,1505.27,1.0035,2,0,0,0,1,0,1,2026-06-22,1
A100849_2025-08-31,A100849,2025-08-31,101,2500,845.46,0.3382,2,0,0,0,0,0,0,,0
A101477_2026-02-28,A101477,2026-02-28,5,2500,600.10,0.2400,2,0,0,0,0,0,0,,0
A100444_2025-07-31,A100444,2025-07-31,63,500,207.47,0.4149,3,1,1,0,0,1,0,,0
A101720_2026-03-31,A101720,2026-03-31,37,2500,1737.92,0.6952,1,0,0,0,0,0,0,,0
A100646_2025-12-31,A100646,2025-12-31,36,500,490.92,0.9818,2,1,0,1,1,1,1,2026-03-14,1
A101736_2025-07-31,A101736,2025-07-31,20,1500,479.81,0.3199,0,0,0,0,0,0,0,,0
A102438_2025-09-30,A102438,2025-09-30,3,2500,904.56,0.3618,0,0,0,0,0,0,0,,0
A100519_2025-02-28,A100519,2025-02-28,80,8000,5644.50,0.7056,1,0,0,0,0,0,0,,0
A100949_2025-10-31,A100949,2025-10-31,13,1000,423.64,0.4236,1,0,0,0,0,0,0,,0
A101318_2025-05-31,A101318,2025-05-31,5,5000,403.26,0.0807,2,0,0,0,0,0,0,,0
A101885_2025-05-31,A101885,2025-05-31,31,1000,0.00,0.0000,2,1,0,0,0,1,0,,0
A101636_2025-09-30,A101636,2025-09-30,84,2500,2095.77,0.8383,1,0,0,0,0,0,0,,0
A102128_2025-11-30,A102128,2025-11-30,35,2500,1491.85,0.5967,0,0,0,0,0,0,0,,0
A100717_2026-04-30,A100717,2026-04-30,71,2500,670.76,0.2683,1,0,0,0,0,0,0,,0
A101803_2025-04-30,A101803,2025-04-30,40,2500,2037.85,0.8151,0,0,0,0,0,0,0,,0
A101771_2026-02-28,A101771,2026-02-28,65,2500,679.58,0.2718,2,0,0,0,0,0,0,,0
A100693_2025-04-30,A100693,2025-04-30,66,5000,1545.59,0.3091,1,0,0,0,0,0,0,,0
A102465_2025-10-31,A102465,2025-10-31,37,500,279.76,0.5595,2,0,0,0,0,0,0,,0
A101341_2025-05-31,A101341,2025-05-31,43,8000,5422.35,0.6778,3,1,0,0,0,1,0,,0
A100015_2025-06-30,A100015,2025-06-30,85,1000,361.99,0.3620,3,0,0,0,0,0,0,,0
A101872_2025-06-30,A101872,2025-06-30,107,1500,876.65,0.5844,3,0,0,0,0,0,0,,0
A100172_2026-05-31,A100172,2026-05-31,70,2500,1176.32,0.4705,1,0,0,0,0,0,0,,0
A100762_2025-09-30,A100762,2025-09-30,104,8000,1287.48,0.1609,1,0,0,0,0,0,0,,0
A102188_2025-05-31,A102188,2025-05-31,92,2500,1364.23,0.5457,0,0,0,0,0,0,0,,0
A102237_2025-08-31,A102237,2025-08-31,86,2500,1350.82,0.5403,1,0,0,0,0,0,0,,0
A100672_2025-03-31,A100672,2025-03-31,84,500,165.38,0.3308,0,0,0,0,0,0,0,,0
A102097_2025-06-30,A102097,2025-06-30,35,500,378.56,0.7571,0,1,0,0,0,1,0,,0
A101859_2025-09-30,A101859,2025-09-30,111,1000,970.76,0.9708,1,0,0,0,1,0,0,,0
A100539_2025-12-31,A100539,2025-12-31,48,500,297.46,0.5949,0,0,0,0,0,0,0,,0
A101231_2025-03-31,A101231,2025-03-31,112,1000,521.33,0.5213,3,0,0,0,0,0,0,,0
A100022_2025-03-31,A100022,2025-03-31,94,1500,847.98,0.5653,3,0,0,0,0,0,0,,0
A102223_2026-04-30,A102223,2026-04-30,49,2500,1646.09,0.6584,1,0,0,0,0,0,0,,0
A102090_2025-09-30,A102090,2025-09-30,18,8000,4190.78,0.5238,0,0,0,0,0,0,0,,0
A102088_2025-12-31,A102088,2025-12-31,65,2500,1554.42,0.6218,0,0,0,0,0,0,0,,0
A101462_2026-02-28,A101462,2026-02-28,27,1000,316.79,0.3168,3,0,0,0,0,0,0,,0
A100755_2026-04-30,A100755,2026-04-30,65,1000,882.11,0.8821,1,0,0,0,0,0,0,,0
A100386_2025-09-30,A100386,2025-09-30,36,1500,541.63,0.3611,3,0,0,0,0,0,0,,0
A100007_2025-11-30,A100007,2025-11-30,33,1000,334.06,0.3341,1,0,0,0,0,0,0,,0
A100391_2026-03-31,A100391,2026-03-31,105,2500,513.09,0.2052,3,0,0,0,0,0,0,,0
A102087_2025-06-30,A102087,2025-06-30,41,1000,694.90,0.6949,3,0,0,0,0,0,0,,0
A102365_2025-07-31,A102365,2025-07-31,21,2500,1024.40,0.4098,3,0,1,0,0,1,0,,0
A100816_2026-03-31,A100816,2026-03-31,5,8000,3723.24,0.4654,0,0,0,0,0,0,0,,0
A101255_2025-08-31,A101255,2025-08-31,74,1000,406.17,0.4062,3,0,0,0,0,0,0,,0
A101257_2025-06-30,A101257,2025-06-30,33,5000,1783.10,0.3566,0,0,0,0,0,0,0,,0
A100808_2025-09-30,A100808,2025-09-30,27,500,266.59,0.5332,2,0,0,0,0,0,0,,0
A101890_2025-08-31,A101890,2025-08-31,48,1000,1023.10,1.0231,3,1,0,1,1,1,0,,0
A101348_2025-04-30,A101348,2025-04-30,58,8000,3968.67,0.4961,1,0,0,0,0,0,0,,0
A101686_2026-02-28,A101686,2026-02-28,29,1500,829.93,0.5533,3,1,0,0,0,1,0,,0
A101805_2026-03-31,A101805,2026-03-31,75,5000,3441.04,0.6882,1,0,0,0,0,0,0,,0
A100864_2025-02-28,A100864,2025-02-28,72,1000,301.65,0.3016,3,0,0,0,0,0,0,,0
A102083_2025-05-31,A102083,2025-05-31,11,8000,1597.21,0.1997,0,1,0,0,0,1,0,,0
A100789_2026-04-30,A100789,2026-04-30,105,1000,928.08,0.9281,2,0,0,0,1,0,0,,0
A100584_2026-02-28,A100584,2026-02-28,85,500,260.60,0.5212,3,0,0,0,0,0,0,,0
A100278_2025-05-31,A100278,2025-05-31,7,8000,4047.79,0.5060,0,0,0,0,0,0,0,,0
A102235_2025-06-30,A102235,2025-06-30,15,500,269.45,0.5389,2,1,0,0,0,1,1,2025-09-07,1
A100735_2026-02-28,A100735,2026-02-28,82,5000,2283.69,0.4567,3,0,0,0,0,0,0,,0
A101995_2026-03-31,A101995,2026-03-31,50,500,192.39,0.3848,1,0,0,0,0,0,0,,0
A101610_2026-06-30,A101610,2026-06-30,97,5000,3105.52,0.6211,2,0,0,0,0,0,0,,0
A101075_2025-07-31,A101075,2025-07-31,20,2500,715.37,0.2861,2,0,0,0,0,0,0,,0
A101117_2025-09-30,A101117,2025-09-30,16,5000,3844.76,0.7690,0,0,0,0,0,0,0,,0
A101240_2026-03-31,A101240,2026-03-31,91,500,454.55,0.9091,3,1,0,1,1,1,1,2026-05-26,1
A101537_2026-01-31,A101537,2026-01-31,17,2500,2047.59,0.8190,0,1,0,0,0,1,0,,0
A100333_2025-04-30,A100333,2025-04-30,71,1000,474.24,0.4742,2,0,0,0,0,0,0,,0
A100987_2025-11-30,A100987,2025-11-30,108,500,245.86,0.4917,0,0,0,0,0,0,0,,0
A100239_2025-04-30,A100239,2025-04-30,13,2500,2259.55,0.9038,2,0,0,0,1,0,0,,0
A100087_2025-10-31,A100087,2025-10-31,59,5000,3502.53,0.7005,2,0,0,0,0,0,0,,0
A100350_2025-04-30,A100350,2025-04-30,103,5000,1849.10,0.3698,0,0,0,0,0,0,0,,0
A101261_2026-01-31,A101261,2026-01-31,32,2500,1387.02,0.5548,2,0,0,0,0,0,0,,0
A101778_2026-04-30,A101778,2026-04-30,33,5000,2964.36,0.5929,1,0,0,0,0,0,0,,0
A100718_2026-01-31,A100718,2026-01-31,34,8000,3379.33,0.4224,1,0,0,0,0,0,0,,0
A101230_2025-04-30,A101230,2025-04-30,24,2500,893.84,0.3575,3,1,0,0,0,1,0,,0
A101601_2026-03-31,A101601,2026-03-31,26,1500,466.93,0.3113,2,0,0,0,0,0,0,,0
A100769_2026-02-28,A100769,2026-02-28,19,5000,3420.94,0.6842,3,1,1,0,0,1,1,2026-05-20,1
A100311_2025-06-30,A100311,2025-06-30,107,1500,0.00,0.0000,2,0,0,0,0,0,0,,0
A102463_2026-01-31,A102463,2026-01-31,103,1000,758.41,0.7584,1,0,0,0,0,0,0,,0
A101959_2025-12-31,A101959,2025-12-31,111,500,120.93,0.2419,1,0,0,0,0,0,0,,0
A101347_2025-10-31,A101347,2025-10-31,39,500,261.25,0.5225,0,0,0,0,0,0,0,,0
A101804_2026-01-31,A101804,2026-01-31,101,500,399.52,0.7990,0,0,0,0,0,0,0,,0
A100099_2025-04-30,A100099,2025-04-30,60,8000,1806.14,0.2258,0,0,0,0,0,0,0,,0
A101524_2025-02-28,A101524,2025-02-28,114,500,364.77,0.7295,0,0,0,0,0,0,0,,0
A101987_2025-05-31,A101987,2025-05-31,105,2500,1815.17,0.7261,2,0,0,0,0,0,0,,0
A102347_2025-12-31,A102347,2025-12-31,77,2500,2017.31,0.8069,1,0,0,0,0,0,0,,0
A102051_2026-01-31,A102051,2026-01-31,65,500,368.00,0.7360,2,0,0,0,0,0,0,,0
A101824_2026-04-30,A101824,2026-04-30,60,2500,1488.63,0.5955,2,0,0,0,0,0,0,,0
A100464_2025-09-30,A100464,2025-09-30,96,8000,3023.11,0.3779,1,0,0,0,0,0,0,,0
A101365_2026-04-30,A101365,2026-04-30,62,500,99.28,0.1986,1,0,0,0,0,0,0,,0
A100275_2026-04-30,A100275,2026-04-30,4,500,428.52,0.8570,0,0,0,0,0,0,0,,0
A102401_2026-02-28,A102401,2026-02-28,31,1500,412.31,0.2749,2,0,0,0,0,0,0,,0
A102069_2025-01-31,A102069,2025-01-31,42,500,0.00,0.0000,1,0,0,0,0,0,0,,0
A100227_2026-03-31,A100227,2026-03-31,110,2500,66.59,0.0266,3,0,0,0,0,0,0,,0
A102377_2025-11-30,A102377,2025-11-30,2,2500,930.30,0.3721,0,0,0,0,0,0,0,,0
A100401_2026-02-28,A100401,2026-02-28,85,500,182.56,0.3651,3,0,0,0,0,0,0,,0
A100474_2026-04-30,A100474,2026-04-30,112,1500,1563.33,1.0422,2,0,1,0,1,1,0,,0
A101013_2025-12-31,A101013,2025-12-31,74,2500,1738.93,0.6956,3,1,0,0,0,1,0,,0
A100215_2025-12-31,A100215,2025-12-31,40,5000,2972.07,0.5944,3,0,0,0,0,0,0,,0
A100119_2026-03-31,A100119,2026-03-31,59,5000,5076.36,1.0153,1,0,0,0,1,0,0,,0
A102184_2025-02-28,A102184,2025-02-28,91,1500,884.34,0.5896,2,0,0,0,0,0,0,,0
A101000_2025-02-28,A101000,2025-02-28,117,8000,4290.42,0.5363,1,0,0,0,0,0,0,,0
A100927_2025-11-30,A100927,2025-11-30,79,5000,4171.51,0.8343,0,0,0,0,0,0,0,,0
A101417_2025-06-30,A101417,2025-06-30,103,2500,2254.45,0.9018,1,0,0,0,1,0,0,,0
A101518_2025-01-31,A101518,2025-01-31,68,1500,860.14,0.5734,0,0,0,0,0,0,0,,0
A102243_2025-03-31,A102243,2025-03-31,42,1500,707.07,0.4714,0,0,0,0,0,0,0,,0
A100165_2025-05-31,A100165,2025-05-31,110,2500,1027.93,0.4112,0,0,0,0,0,0,0,,0
A100938_2025-01-31,A100938,2025-01-31,7,1500,815.44,0.5436,0,0,0,0,0,0,0,,0
A102136_2025-12-31,A102136,2025-12-31,107,1000,740.67,0.7407,3,0,0,0,0,0,0,,0
A101129_2025-09-30,A101129,2025-09-30,78,5000,2233.48,0.4467,1,0,0,0,0,0,0,,0
